代码,名称,类型,形态阶段,综合评分,时间共振,周期详情,双线共振,波浪穷竭,最大跌幅(%),双轨收敛,首阳放量,量比,现价,宏观阻力价,次级阻力价,偏差(%),均线带宽(%)
603786,科博达,次新,回踩确认,35.8,否,无,是,否,55.2,否,否,0.73,39.52,38.96,38.84,1.45,4.23
600386,北巴传媒,次新,突破初现,35.8,否,无,否,是,41.1,否,否,1.0,3.56,3.54,0.0,0.64,5.05
300271,华宇软件,次新,临界变盘,35.8,否,无,否,是,48.2,否,否,0.85,5.84,5.91,0.0,-1.22,4.45
002775,文科股份,次新,临界变盘,35.6,否,无,否,是,44.9,否,否,1.18,3.57,3.69,0.0,-3.19,2.58
000697,炼石航空,次新,临界变盘,35.4,否,无,否,是,45.7,否,否,1.12,9.17,9.3,0.0,-1.39,4.44
300213,佳讯飞鸿,次新,临界变盘,35.3,否,无,否,是,50.6,否,否,0.92,6.5,6.68,0.0,-2.75,3.13
002567,唐人神,次新,突破初现,35.0,否,无,否,是,36.1,否,否,4.77,4.05,3.98,0.0,1.72,4.63
300699,光威复材,次新,回踩确认,35.0,否,无,是,否,51.8,否,否,1.94,24.57,24.18,24.3,1.63,4.56
001356,富岭股份,次新,临界变盘,35.0,否,无,否,是,44.3,否,否,0.6,9.37,9.51,0.0,-1.51,5.1
603885,吉祥航空,次新,回踩确认,35.0,否,无,是,否,37.4,否,否,0.85,10.25,10.44,10.43,-1.83,5.12
300955,嘉亨家化,次新,回踩确认,35.0,否,无,是,否,44.2,否,否,0.92,29.13,29.76,29.46,-2.11,4.23
688788,科思科技,次新,临界变盘,35.0,否,无,否,是,67.7,否,否,1.0,30.58,31.3,0.0,-2.29,4.58
688116,天奈科技,次新,临界变盘,35.0,否,无,否,是,50.4,否,否,1.05,34.86,35.81,0.0,-2.66,4.04
300793,佳禾智能,次新,临界变盘,35.0,否,无,否,是,49.8,否,否,0.7,11.58,11.9,0.0,-2.69,5.01
300722,新余国科,次新,临界变盘,35.0,否,无,否,是,52.9,否,否,0.92,22.47,23.1,0.0,-2.72,3.47
000159,国际实业,次新,临界变盘,35.0,否,无,否,是,40.5,否,否,0.84,5.7,5.86,0.0,-2.73,3.38
300597,吉大通信,次新,临界变盘,35.0,否,无,否,是,48.3,否,否,0.88,7.97,8.21,0.0,-2.86,4.95
002314,南山控股,次新,临界变盘,35.0,否,无,否,是,44.6,否,否,0.95,2.24,2.31,0.0,-2.93,3.51
688683,莱尔科技,次新,临界变盘,35.0,否,无,否,是,56.1,否,否,1.11,28.47,29.37,0.0,-3.06,3.98
300324,旋极信息,次新,临界变盘,35.0,否,无,是,否,54.9,否,否,0.78,3.58,3.69,3.56,-3.11,3.23
002594,比亚迪,次新,临界变盘,35.0,否,无,否,是,30.7,否,否,0.59,87.4,90.32,0.0,-3.24,3.42
300908,仲景食品,次新,临界变盘,35.0,否,无,否,是,29.4,否,否,0.74,25.57,26.46,0.0,-3.35,3.0
000099,中信海直,次新,回踩确认,33.8,否,无,否,否,42.8,否,否,1.29,13.87,13.82,0.0,0.35,2.14
300296,利亚德,次新,回踩确认,28.6,否,无,否,否,48.4,否,否,1.69,5.04,4.96,0.0,1.56,3.01
603173,福斯达,次新,回踩确认,28.1,否,无,否,否,43.3,否,否,0.71,30.09,30.71,0.0,-2.01,2.73
300210,森远股份,次新,回踩确认,26.1,否,无,否,否,38.3,否,否,0.9,8.1,8.21,0.0,-1.31,4.24
605016,百龙创园,次新,临界变盘,25.0,否,无,否,否,33.3,否,否,0.58,22.25,21.52,0.0,3.38,3.9
300680,隆盛科技,次新,临界变盘,25.0,否,无,否,否,60.1,否,否,1.27,19.77,20.47,0.0,-3.42,4.3
